RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,De oergeul,"Bij stedelijke ontwikkelingen rondom het IJ is het van belang om rekening te houden met de ligging van de Oergeul. Met de Oergeul of het Oer-IJ wordt de oude getijdengeul bedoeld die de voorloper was van het huidige IJ-meer. Kenmerkend voor de Oergeul is dat de 1e en 2e zandlaag hier deels of volledig zijn geërodeerd en dat deze geul vervolgens is opgevuld met slappe klei en sliblagen tot een diepte van maximaal NAP -30 m. 

De afwezigheid van deze draagkrachtige lagen is daarmee mede bepalend voor ontwikkelingen in plangebieden rondom het IJ, zoals Haven-Stad, IJburg en het Zeeburgereiland. Civieltechnische constructies binnen het geulengebied zullen naar verwachting vrijwel allemaal op de 3e zandlaag gefundeerd moeten worden wat resulteert in funderingspalen tot een diepte van maximaal 60 m -NAP voor het centrum en havengebied. Doordat de kosten van funderen aanzienlijk hoger zijn in het gebied van het Oer-IJ, wordt er vaak besloten het stedenbouwkundig ontwerp hier op aan te passen, bijvoorbeeld door in het gebied van het Oer-IJ hoogbouw te plaatsen (Zeeburgereiland), niet te bouwen (Strandeiland) of te funderen op staal. Ook zullen zettingen bij ophogingen ter plaatse van de Oergeul groter zijn. 

In het verleden is de Oergeul minstens tweemaal eerder in kaart gebracht, doordat er nu meer grondonderzoek beschikbaar is, is deze kaart weer toe aan een update. Deze kaarten, OMEGAM (1980) en Rijks Geologische Dienst (1990), geven een nogal verschillend beeld van de ligging van de Oergeul. Voor een project bij Haven-Stad kwam uit een analyse van beschikbare sonderingen een ander beeld van de ligging van de Oergeul naar voren dan verwacht op basis van de oude kaarten. Dit vormde de aanleiding om te starten met een actualisatie van de kaart van de Oergeul voor Havenstad en later heel Amsterdam. 


Figuur 1: Standaard bodemopbouw van Amsterdam, met 3 voorbeeld sonderingen (conusweerstand) (de Gans, 2011).


Conclusies en Disclaimer

De kaart van de Oergeul is vernieuwd op basis van de sonderingen bekend bij het Ingenieursbureau in najaar 2017. De nauwkeurigheid is evenredig met de dichtheid aan sonderingen. daar waar de hoeveelheid sonderingen groot is, is de Oergeul met meer zekerheid ingetekend dan waar de hoeveelheid aanwezige sonderingen laag is. De Oergeul zoals weergegeven in de kaart blijft een interpretatie, bij gebruik dient hier rekening mee te worden gehouden. De plaatsnauwkeurigheid (GPS) van de gebruikte sonderingen is niet meegenomen bij de interpretatie. GPS metingen zijn de afgelopen jaren steeds nauwkeuriger geworden. Door onnauwkeurigheden in locatiebepaling en conversies tussen coördinatenstelsels (RD old naar RD new), kan het zijn dat de kaartlocatie van grondonderzoek afwijkt van de juiste locatie.
De kaart komt het best tot zijn recht wanneer deze wordt afgebeeld in combinatie met het grondonderzoek waar hij op gebaseerd is. 


Contact

Wanneer je aanvullende informatie (sonderingen, boringen) hebt, geïnteresseerd bent om mee te denken in de doorontwikkeling óf gewoon meer inzicht wilt krijgen in de ligging van de Oergeul binnen jouw plangebied, neem dan contact op met Duco de Vries (
duco.de.vries@amsterdam.nl
) of Nienke Lanting (
n.lanting@amsterdam.nl
). Voor de doorontwikkeling en kansen en risico`s van de ondergrond in de brede zin binnen projecten kun je contact opnemen met Lidwien Besselink (
l.besselink@amsterdam.nl
).",https://maps.amsterdam.nl/oergeul,PlainVectorRegion,PatchDS,"Geometry: Polygon areas show an interpreted geologic zone, not a partition of Amsterdam. Low shared boundary ratio and sparse adjacency support isolated regions rather than a tessellation. | Entity: The layer maps the Oergeul as a geological/geomorphological affected area where conditions and constraints apply, not a discrete object or full-area coverage. Metadata describes a zone extent used for planning and foundation implications, so PatchDS fits best.","Polygon areas show an interpreted geologic zone, not a partition of Amsterdam. Low shared boundary ratio and sparse adjacency support isolated regions rather than a tessellation.","The layer maps the Oergeul as a geological/geomorphological affected area where conditions and constraints apply, not a discrete object or full-area coverage. Metadata describes a zone extent used for planning and foundation implications, so PatchDS fits best.",,0.935,0.91,0.96,V3_caveman_gpt
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,De oergeul,"Bij stedelijke ontwikkelingen rondom het IJ is het van belang om rekening te houden met de ligging van de Oergeul. Met de Oergeul of het Oer-IJ wordt de oude getijdengeul bedoeld die de voorloper was van het huidige IJ-meer. Kenmerkend voor de Oergeul is dat de 1e en 2e zandlaag hier deels of volledig zijn geërodeerd en dat deze geul vervolgens is opgevuld met slappe klei en sliblagen tot een diepte van maximaal NAP -30 m. 

De afwezigheid van deze draagkrachtige lagen is daarmee mede bepalend voor ontwikkelingen in plangebieden rondom het IJ, zoals Haven-Stad, IJburg en het Zeeburgereiland. Civieltechnische constructies binnen het geulengebied zullen naar verwachting vrijwel allemaal op de 3e zandlaag gefundeerd moeten worden wat resulteert in funderingspalen tot een diepte van maximaal 60 m -NAP voor het centrum en havengebied. Doordat de kosten van funderen aanzienlijk hoger zijn in het gebied van het Oer-IJ, wordt er vaak besloten het stedenbouwkundig ontwerp hier op aan te passen, bijvoorbeeld door in het gebied van het Oer-IJ hoogbouw te plaatsen (Zeeburgereiland), niet te bouwen (Strandeiland) of te funderen op staal. Ook zullen zettingen bij ophogingen ter plaatse van de Oergeul groter zijn. 

In het verleden is de Oergeul minstens tweemaal eerder in kaart gebracht, doordat er nu meer grondonderzoek beschikbaar is, is deze kaart weer toe aan een update. Deze kaarten, OMEGAM (1980) en Rijks Geologische Dienst (1990), geven een nogal verschillend beeld van de ligging van de Oergeul. Voor een project bij Haven-Stad kwam uit een analyse van beschikbare sonderingen een ander beeld van de ligging van de Oergeul naar voren dan verwacht op basis van de oude kaarten. Dit vormde de aanleiding om te starten met een actualisatie van de kaart van de Oergeul voor Havenstad en later heel Amsterdam. 


Figuur 1: Standaard bodemopbouw van Amsterdam, met 3 voorbeeld sonderingen (conusweerstand) (de Gans, 2011).


Conclusies en Disclaimer

De kaart van de Oergeul is vernieuwd op basis van de sonderingen bekend bij het Ingenieursbureau in najaar 2017. De nauwkeurigheid is evenredig met de dichtheid aan sonderingen. daar waar de hoeveelheid sonderingen groot is, is de Oergeul met meer zekerheid ingetekend dan waar de hoeveelheid aanwezige sonderingen laag is. De Oergeul zoals weergegeven in de kaart blijft een interpretatie, bij gebruik dient hier rekening mee te worden gehouden. De plaatsnauwkeurigheid (GPS) van de gebruikte sonderingen is niet meegenomen bij de interpretatie. GPS metingen zijn de afgelopen jaren steeds nauwkeuriger geworden. Door onnauwkeurigheden in locatiebepaling en conversies tussen coördinatenstelsels (RD old naar RD new), kan het zijn dat de kaartlocatie van grondonderzoek afwijkt van de juiste locatie.
De kaart komt het best tot zijn recht wanneer deze wordt afgebeeld in combinatie met het grondonderzoek waar hij op gebaseerd is. 


Contact

Wanneer je aanvullende informatie (sonderingen, boringen) hebt, geïnteresseerd bent om mee te denken in de doorontwikkeling óf gewoon meer inzicht wilt krijgen in de ligging van de Oergeul binnen jouw plangebied, neem dan contact op met Duco de Vries (
duco.de.vries@amsterdam.nl
) of Nienke Lanting (
n.lanting@amsterdam.nl
). Voor de doorontwikkeling en kansen en risico`s van de ondergrond in de brede zin binnen projecten kun je contact opnemen met Lidwien Besselink (
l.besselink@amsterdam.nl
).",https://maps.amsterdam.nl/oergeul,PointDS,PointMeasuresDS,"Geometry: Layer contains 18,771 Point features and map description says it is based on sondings (boreholes/soundings), so this is a point dataset. | Entity: Point layer of borehole/sounding locations with measured subsurface values; the points sample a continuous geological phenomenon rather than represent objects or events.","Layer contains 18,771 Point features and map description says it is based on sondings (boreholes/soundings), so this is a point dataset.",Point layer of borehole/sounding locations with measured subsurface values; the points sample a continuous geological phenomenon rather than represent objects or events.,,0.985,0.99,0.98,V3_caveman_gpt
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,,,,PlainVectorRegion,LatticeDS,"Geometry: Polygon neighborhoods for development areas, but they do not form a full area partition; topology hints show low fill and limited adjacency, so PlainVectorRegion. | Entity: These are named development neighbourhoods (ontwikkelbuurten), i.e. reporting/administrative area units with codes and district fields, so the region branch points to LatticeDS rather than ObjectDS or PatchDS.","Polygon neighborhoods for development areas, but they do not form a full area partition; topology hints show low fill and limited adjacency, so PlainVectorRegion.","These are named development neighbourhoods (ontwikkelbuurten), i.e. reporting/administrative area units with codes and district fields, so the region branch points to LatticeDS rather than ObjectDS or PatchDS.",,0.955,0.96,0.95,V3_caveman_gpt
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,Openbare toiletten,"Op deze kaart zie je de gemeentelijke toiletvoorzieningen in de openbare ruimte, in de gemeentelijke fietsenstallingen, in onze (kantoor)gebouwen en in onze parkeergarages. De toiletten in autoparkeergarages zijn alleen te bereiken met een parkeerkaart, dus niet volledig openbaar. 

De uriliften (verzinkbare toiletvoorzieningen) zijn alleen `s nachts te gebruiken. Seizoenstoiletten zijn mobiele toiletcabines en staan er alleen in de zomermaanden. 

Mis je een gemeentelijk openbaar toilet, of vind je een fout op de kaart? Geef het dan aan ons door. We werken er aan om onze data te verbeteren. 

Alle toiletten in de stad die beschikbaar zijn voor mensen met `hoge nood`, dus óók bij horeca, politiebureaus, bibliotheken en andere semiopenbare gebouwen, zijn te vinden via de speciale Hoge Nood App. Wil je onderweg een volledig overzicht van alle toiletten die in de buurt beschikbaar zijn, dan kun je gratis deze app downloaden op je smartphone. Daarin vind je óók alle toiletten van de gemeente.",https://maps.amsterdam.nl/openbare_toiletten,PointDS,ObjectDS,"Geometry: Map layer lists public toilet locations as 206 point features, so this is a point dataset. | Entity: Point features are discrete public toilet facilities/voorzieningen, so the mapped thing is the object itself, not a measurement, event, or area. Numeric fields like price are just attributes.","Map layer lists public toilet locations as 206 point features, so this is a point dataset.","Point features are discrete public toilet facilities/voorzieningen, so the mapped thing is the object itself, not a measurement, event, or area. Numeric fields like price are just attributes.",,0.985,0.99,0.98,V3_caveman_gpt
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,Overnachtingsbeleid,[No description embedded on page],https://maps.amsterdam.nl/overnachtingsbeleid,VectorTessellation,PatchDS,"Geometry: 101 polygons for neighborhood-level policy areas with strong shared boundaries and no overlap indicate a tessellated region layer. | Entity: The layer is about overnight policy and conditions applying to selected areas/neighbourhoods, not full reporting units or objects. Vector tessellation fits bounded policy zones; SELECTIE and Voorwaarden indicate applicability areas, so PatchDS is the best match.",101 polygons for neighborhood-level policy areas with strong shared boundaries and no overlap indicate a tessellated region layer.,"The layer is about overnight policy and conditions applying to selected areas/neighbourhoods, not full reporting units or objects. Vector tessellation fits bounded policy zones; SELECTIE and Voorwaarden indicate applicability areas, so PatchDS is the best match.",,0.925,0.97,0.88,V3_caveman_gpt
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,Parkeernormen Auto,"Gebiedsindeling horende bij de Nota Parkeernormen Auto. Per gebied zijn verschillende eisen van toepassing bij nieuwbouwprojecten. 

Voor uitgebreide toelichting lees de Parkeernormen",https://maps.amsterdam.nl/parkeernormen,VectorTessellation,PatchDS,"Geometry: Polygon area layer for parking standards split into 11 adjacent zones with shared boundaries; metadata says gebiedsindeling per area, which indicates a tessellated regional partition. | Entity: Metadata says these are gebiedsindeling areas for parking standards, with different rules applying per area in new developments. This is a selected policy/applicability zone layer, so PatchDS.","Polygon area layer for parking standards split into 11 adjacent zones with shared boundaries; metadata says gebiedsindeling per area, which indicates a tessellated regional partition.","Metadata says these are gebiedsindeling areas for parking standards, with different rules applying per area in new developments. This is a selected policy/applicability zone layer, so PatchDS.",,0.97,0.98,0.96,V3_caveman_gpt
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,"Stadsparken, plantsoenen en recreatief groen","In Amsterdam is het parkbezoek de laatste jaren explosief gestegen. Niet alleen bezoeken meer Amsterdammers de parken, ze doen dat ook veel vaker. Bovendien is het activiteitenpatroon veranderd: naast de traditionele activiteiten als wandelen, fietsen en van de natuur genieten, zijn daar veel en verschillende activiteiten bijgekomen als sporten, joggen, picknicken, lezen, werken, horecabezoek en het bijwonen van culturele evenementen.
Het park is een wezenlijk onderdeel van het stedelijk leven van alledag geworden. Zo wezenlijk dat de helft van de nieuwe bewoners aangeeft dat de aanwezigheid van een stadspark met deze gevarieerde mogelijkheden een belangrijke reden is geweest zich op een bepaalde plek te vestigen. Dat geldt overigens ook voor bijna de helft van de startende ondernemingen in Amsterdam. ‘Succesvolle’ parken zijn een niet te veronachtzamen vestigingsmotief geworden. Deze feitelijkheden zijn gebaseerd op de twee Grote Groenonderzoeken uit 1996 en 2008.

Op de eerste mooie lente dag in april 2011 was het Vondelpark overvol. Zo vol dat de ME er aan te pas moest komen om het Vondelpark na een grote vechtpartij te ontruimen. Dit terwijl het nabijgelegen Rembrandtpark op dat moment zo goed als leeg was. 
Hoe kunnen we deze excessen voorkomen? Parken als het Rembrandtpark en het Flevopark staan op het punt om herontdekt te worden. Hoe stimuleren we die ontwikkeling en wat is daarvoor nodig? Om antwoord te krijgen op deze vragen is het belangrijk om alle gegevens van de Amsterdamse parken op orde te hebben.

De 
Atlas Stadsparken Amsterdam >
geeft een overzicht van een aantal ruimtelijke elementen, de bereikbaarheid, de ontsluiting, de voorzieningen en gegevens uit het Grote Groen Onderzoek m.b.t. het gebruik. Het is in die zin een aanvulling op het Grote Groen Onderzoek. Juist de combinatie van alle gegevens tezamen met de beleving van de gebruikers geeft inzicht in het functioneren en het succes van een park.
Deze Atlas laat de diversiteit van de parken in de stad zien. Elk park heeft z’n eigen context zowel ruimtelijk als sociaal-economisch. De beleving van de gebruikers is per doelgroep verschillend en kan per jaar veranderen door nieuwe trends in het gebruik van parken.
Het doel van de Atlas is om professionals inzicht te geven in de beschikbare gegevens van parken. Nieuwe ontwikkelingen en aanvullingen over de Amsterdamse parken zijn welkom en kunnen worden opgenomen in de Atlas. Daarvoor kunt u contact opnemen met de bronhouder.",https://maps.amsterdam.nl/stadsparken,PlainVectorRegion,ObjectDS,"Geometry: Park and green-area polygons, not a full citywide partition. Low shared boundaries and low fill ratios indicate isolated regions, so PlainVectorRegion. | Entity: The layer maps named parks/green spaces as discrete real-world places (parks, plantsoenen, recreational green), not a full-area classification or selected zone. Numeric area is just an attribute, so ObjectDS.","Park and green-area polygons, not a full citywide partition. Low shared boundaries and low fill ratios indicate isolated regions, so PlainVectorRegion.","The layer maps named parks/green spaces as discrete real-world places (parks, plantsoenen, recreational green), not a full-area classification or selected zone. Numeric area is just an attribute, so ObjectDS.",,0.97,0.97,0.97,V3_caveman_gpt
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"Geometry: Postcode4 areas are area-covering postcode polygons meant to follow administrative neighborhood boundaries; topology shows strong adjacency and shared borders with no overlap, matching a tessellation. | Entity: Postcode4-buurten are postcode areas used as reporting units, and the layer maps administrative postcode regions with area attributes. Vector tessellation plus reporting-unit keywords make LatticeDS the best fit.","Postcode4 areas are area-covering postcode polygons meant to follow administrative neighborhood boundaries; topology shows strong adjacency and shared borders with no overlap, matching a tessellation.","Postcode4-buurten are postcode areas used as reporting units, and the layer maps administrative postcode regions with area attributes. Vector tessellation plus reporting-unit keywords make LatticeDS the best fit.",,0.975,0.98,0.97,V3_caveman_gpt
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"Geometry: Postcode4 areas form coverage-like administrative regions, and topology shows many shared boundaries with no overlap, matching a tessellation. | Entity: Vector tessellation of postcode4/buurt-style reporting areas. The decisive rule is reporting/statistical unit regions, not object or patch areas; numeric Opp_m2 is just an attribute.","Postcode4 areas form coverage-like administrative regions, and topology shows many shared boundaries with no overlap, matching a tessellation.","Vector tessellation of postcode4/buurt-style reporting areas. The decisive rule is reporting/statistical unit regions, not object or patch areas; numeric Opp_m2 is just an attribute.",,0.98,0.99,0.97,V3_caveman_gpt
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"Geometry: Postcode6 polygon layer where buffered address areas are merged into postcode areas; the polygons are meant to partition coverage. Topology hints show many adjacencies and low overlap, supporting tessellated regions. | Entity: Postcode6 polygons are reporting units derived from addresses and grouped by postcode; with tessellated regions and postcode/buurt unit semantics, LatticeDS fits best.","Postcode6 polygon layer where buffered address areas are merged into postcode areas; the polygons are meant to partition coverage. Topology hints show many adjacencies and low overlap, supporting tessellated regions.","Postcode6 polygons are reporting units derived from addresses and grouped by postcode; with tessellated regions and postcode/buurt unit semantics, LatticeDS fits best.",,0.975,0.98,0.97,V3_caveman_gpt
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,Plusnetten en hoofdnetten infrastructuur,"Deze kaart is geactualiseerd op 3 juli 2023 n.a.v. aanpassingen aan het Beleidskader Verkeersnetten in het eerste kwartaal van 2023

Met het benoemen van Plus- en Hoofdnetten laat Amsterdam zien waar welke vervoerwijze het meeste prioriteit verdient bij de toedeling van ruimte in straten en voorrang op kruisingen. 
De wijze waarop dit gebeurt staat beschreven in het Beleidskader Verkeersnetten Amsterdam, dat op 24 januari 2018 is vastgesteld door de Gemeenteraad. 
Meer informatie over het Beleidskader is te vinden op https://www.amsterdam.nl/parkeren-verkeer/infrastructuur/verkeersnetten


Plusnetten

Gericht op het bieden van (doorstroom)kwaliteit voor grote verkeersstromen met de hoogste prioriteit als er afwegingen gemaakt moeten worden tussen netwerken.


Hoofdnetten

Gericht op het behouden van voldoende ruimte om het verkeer af te kunnen wikkelen.",https://maps.amsterdam.nl/plushoofdnetten,LineDS,NetworkDS,"Geometry: Layer is a road/network infrastructure map with 9230 LineString features and transport attributes, so it represents linear features rather than areas. | Entity: Line layer of verkeersnetten/infrastructure; metadata explicitly describes plus- and main transport networks, so NetworkDS applies over object or amount.","Layer is a road/network infrastructure map with 9230 LineString features and transport attributes, so it represents linear features rather than areas.","Line layer of verkeersnetten/infrastructure; metadata explicitly describes plus- and main transport networks, so NetworkDS applies over object or amount.",,0.99,0.99,0.99,V3_caveman_gpt
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,Plusnetten en hoofdnetten infrastructuur,"Deze kaart is geactualiseerd op 3 juli 2023 n.a.v. aanpassingen aan het Beleidskader Verkeersnetten in het eerste kwartaal van 2023

Met het benoemen van Plus- en Hoofdnetten laat Amsterdam zien waar welke vervoerwijze het meeste prioriteit verdient bij de toedeling van ruimte in straten en voorrang op kruisingen. 
De wijze waarop dit gebeurt staat beschreven in het Beleidskader Verkeersnetten Amsterdam, dat op 24 januari 2018 is vastgesteld door de Gemeenteraad. 
Meer informatie over het Beleidskader is te vinden op https://www.amsterdam.nl/parkeren-verkeer/infrastructuur/verkeersnetten


Plusnetten

Gericht op het bieden van (doorstroom)kwaliteit voor grote verkeersstromen met de hoogste prioriteit als er afwegingen gemaakt moeten worden tussen netwerken.


Hoofdnetten

Gericht op het behouden van voldoende ruimte om het verkeer af te kunnen wikkelen.",https://maps.amsterdam.nl/plushoofdnetten,LineDS,NetworkDS,"Geometry: Layer is about pedestrian plus networks and road/infrastructure networks, so it represents lines, not areas. Polygon-like geometries are likely buffered/encoded network areas in the summary, but the map meaning is a transport network layer. | Entity: Line layer for Amsterdam’s plus/hoofdnetten transport infrastructure; metadata explicitly describes infrastructure networks and priority routes, so NetworkDS fits best.","Layer is about pedestrian plus networks and road/infrastructure networks, so it represents lines, not areas. Polygon-like geometries are likely buffered/encoded network areas in the summary, but the map meaning is a transport network layer.","Line layer for Amsterdam’s plus/hoofdnetten transport infrastructure; metadata explicitly describes infrastructure networks and priority routes, so NetworkDS fits best.",,0.985,0.99,0.98,V3_caveman_gpt
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,Persoonsgegevensverwerking in de openbare ruimte,"Persoonsgegevensverwerkingen onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte van de gemeente Amsterdam.


Deze kaart vertelt u waar onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte persoonsgegevens verwerkt worden, en voor welk doel dit gebeurt. De Algemene Verordening Gegevensbescherming (AVG) is van toepassing op deze persoonsgegevensverwerkingen. 
Klik op een gekleurde stip op de kaart voor de privacyverklaring die bij een bepaalde camera of sensor hoort. In deze privacyverklaring staat meer gedetailleerde informatie over hoe de gemeente Amsterdam met uw persoonsgegevens omgaat. 

Als u informatie wilt over de verwerking van uw persoonsgegevens door de gemeente Amsterdam die niet in de openbare ruimte plaatsvinden, of als u wilt weten hoe u een klacht kunt indienen, klik dan hier.

N.B. De camera’s die onder verantwoordelijkheid van de burgemeester in het kader van de handhaving van de openbare orde zijn geplaatst, vallen niet onder de AVG en staan niet op deze kaart. De locaties van deze openbare-orde-camera’s treft u elders op de website van de gemeente Amsterdam aan.",https://maps.amsterdam.nl/privacy,PointDS,ObjectDS,"Geometry: Map describes camera/sensor locations shown as colored dots; all features are points. | Entity: Point features are named masts/cameras/sensors at specific locations, and the map describes privacy declarations for each camera or sensor. This is a set of identifiable objects, not measurements, events, or a patch area.",Map describes camera/sensor locations shown as colored dots; all features are points.,"Point features are named masts/cameras/sensors at specific locations, and the map describes privacy declarations for each camera or sensor. This is a set of identifiable objects, not measurements, events, or a patch area.",,0.975,0.99,0.96,V3_caveman_gpt
73,Privacy - Overig,Privacy - Other,https://maps.amsterdam.nl/open_geodata/?k=306,https://maps.amsterdam.nl/privacy,PRIVACY_OVERIG,PointDS,ObjectDS,Persoonsgegevensverwerking in de openbare ruimte,"Persoonsgegevensverwerkingen onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte van de gemeente Amsterdam.


Deze kaart vertelt u waar onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte persoonsgegevens verwerkt worden, en voor welk doel dit gebeurt. De Algemene Verordening Gegevensbescherming (AVG) is van toepassing op deze persoonsgegevensverwerkingen. 
Klik op een gekleurde stip op de kaart voor de privacyverklaring die bij een bepaalde camera of sensor hoort. In deze privacyverklaring staat meer gedetailleerde informatie over hoe de gemeente Amsterdam met uw persoonsgegevens omgaat. 

Als u informatie wilt over de verwerking van uw persoonsgegevens door de gemeente Amsterdam die niet in de openbare ruimte plaatsvinden, of als u wilt weten hoe u een klacht kunt indienen, klik dan hier.

N.B. De camera’s die onder verantwoordelijkheid van de burgemeester in het kader van de handhaving van de openbare orde zijn geplaatst, vallen niet onder de AVG en staan niet op deze kaart. De locaties van deze openbare-orde-camera’s treft u elders op de website van de gemeente Amsterdam aan.",https://maps.amsterdam.nl/privacy,PointDS,ObjectDS,"Geometry: Layer shows privacy locations as clickable dots/cameras/sensors; all features are Points, so this is a point dataset. | Entity: Point layer marks distinct camera/sensor or research locations tied to privacy statements; the mapped thing is each identifiable site/object, not a measured value, event, or area patch.","Layer shows privacy locations as clickable dots/cameras/sensors; all features are Points, so this is a point dataset.","Point layer marks distinct camera/sensor or research locations tied to privacy statements; the mapped thing is each identifiable site/object, not a measured value, event, or area patch.",,0.94,0.99,0.89,V3_caveman_gpt
