RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,PlainVectorRegion,NetworkDS,"Layer represents pedestrian plus-networks/route areas, so the decisive entity rule is network. Polygons are isolated corridor/zone features rather than a partition, matching PlainVectorRegion.",,0.94,debug_manual_gpt
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Points with location names for specific masts/locations; this is a discrete object layer, not measurements or events.",,0.97,debug_manual_gpt
73,Privacy - Overig,Privacy - Other,https://maps.amsterdam.nl/open_geodata/?k=306,https://maps.amsterdam.nl/privacy,PRIVACY_OVERIG,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark distinct privacy-related research/analysis items (e.g., investigations and pilots), so this is a point object layer rather than measurements or events.",,0.98,debug_manual_gpt
74,Privacy - Wagenparkscan,Privacy - Car fleet scan,https://maps.amsterdam.nl/open_geodata/?k=305,https://maps.amsterdam.nl/privacy,PRIVACY_WAGENPARKSCAN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark distinct car-fleet scan locations with names and addresses; this is a set of identifiable objects/measurement sites, not a continuous measurement layer or amount map.",,0.97,debug_manual_gpt
75,Verkiezingen Provinciale Staten 2019,Elections Provinces 2019,https://maps.amsterdam.nl/open_geodata/?k=280,https://maps.amsterdam.nl/provincialestaten2019,PS19,PointDS,EventDS,PointDS,ObjectDS,"Point features represent polling/stem locations as distinct places in the election layer, not sampled measurements or events. Numeric vote totals are attributes of those locations, so the decisive rule is point-object mapping -> ObjectDS.",,0.96,debug_manual_gpt
76,Rainproof - Hoog grondwater,Rainproof - High groundwater,https://maps.amsterdam.nl/open_geodata/?k=290,https://maps.amsterdam.nl/rainproof,RAINPROOF_DRAINAGE,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygons mark selected drainage-possible areas, not a full administrative tessellation; the layer is a bounded phenomenon patch. The categorical Drainage field indicates presence/absence of drainage possibility rather than objects or reporting units.",,0.88,debug_manual_gpt
77,Rainproof - Hydro-eenheden,Rainproof - Hydro units,https://maps.amsterdam.nl/open_geodata/?k=289,https://maps.amsterdam.nl/rainproof,RAINPROOF_HYDRO_EENHEDEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,PatchDS,"Polygons are isolated hydro unit areas rather than a partition, so PlainVectorRegion. The layer represents selected Rainproof hydro units/solution areas, not reporting units, coverage, or objects; PatchDS fits bounded phenomenon zones.",,0.96,debug_manual_gpt
78,Rainproof - Knelpunten,Rainproof - Bottlenecks,https://maps.amsterdam.nl/open_geodata/?k=288,https://maps.amsterdam.nl/rainproof,RAINPROOF_KNELPUNTEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,PatchDS,"Polygons mark selected rainproof bottleneck areas, not a reporting-unit tessellation; topology also shows isolated polygons, so PlainVectorRegion. The layer is about bounded problem zones/affected areas, fitting PatchDS.",,0.95,debug_manual_gpt
79,Rainproof - Polderriool,Rainproof - Polder sewerage,https://maps.amsterdam.nl/open_geodata/?k=291,https://maps.amsterdam.nl/rainproof,RAINPROOF_POLDERRIOOL,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygons are 19 isolated location areas for Rainproof polder sewerage sites, not a reporting-unit tessellation; the layer is best read as selected bounded project zones/patches rather than coverage or objects.",,0.92,debug_manual_gpt
80,Religie,Religion,https://maps.amsterdam.nl/open_geodata/?k=314,https://maps.amsterdam.nl/religie,RELIGIE,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark distinct religious buildings/places with names, addresses, and denominations, so this is an object layer rather than an amount or event layer.",,0.98,debug_manual_gpt
81,Voetpaden breedte,Sidewalks width,https://maps.amsterdam.nl/open_geodata/?k=299,https://maps.amsterdam.nl/sidewalks,SIDEWALKS,LineDS,NetworkDS,LineDS,ObjectDS,"Line geometry and the layer maps sidewalk segments with width/spaceclaim attributes. This is a linear infrastructure/object layer, not a network route system or numeric amount layer.",,0.93,debug_manual_gpt
82,Snorfiets naar de rijbaan,Mopeds on the roadway,https://maps.amsterdam.nl/open_geodata/?k=265,https://maps.amsterdam.nl/snorfietsnaarrijbaan,SNORFIETSLIJNEN,LineDS,NetworkDS,LineDS,NetworkDS,"Line features depict a connected roadway/traffic route system for mopeds on streets, so the decisive rule is network infrastructure rather than object or amount.",,0.98,debug_manual_gpt
83,Openbare Sportplekken,Public playgrounds,https://maps.amsterdam.nl/open_geodata/?k=56,https://maps.amsterdam.nl/sport,SPORT_OPENBAAR,PointDS,ObjectDS,PointDS,ObjectDS,"Point features with names, sport type, location, and photos indicate discrete public sports facilities; the main phenomenon is identifiable objects, not measurements or events.",,0.98,debug_manual_gpt
84,Stadslandbouw (locaties),City farming (locations),https://maps.amsterdam.nl/open_geodata/?k=62,https://maps.amsterdam.nl/stadslandbouw,STADSLANDBOUW_PUNT,PointDS,ObjectDS,PointDS,ObjectDS,"Point locations for city farming sites (gardens, farms, cooperatives) are discrete real-world places, so this is an ObjectDS layer with PointDS geometry.",,0.98,debug_manual_gpt
85,Stadslandbouw (terreinen),City farming (terrains),https://maps.amsterdam.nl/open_geodata/?k=76,https://maps.amsterdam.nl/stadslandbouw,STADSLANDBOUW_VLAK,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer maps discrete city farming sites/terrain parcels with names, addresses, and websites, so they are identifiable objects rather than a tessellation or coverage. The polygons are isolated and do not form a partition, supporting PlainVectorRegion.",,0.98,debug_manual_gpt
86,Stadsloods,City pilot,https://maps.amsterdam.nl/open_geodata/?k=66,https://maps.amsterdam.nl/stadsloods,STADSLOODS,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent discrete initiatives/locations ('Stadsloods' city pilot projects) with initiative name, activity, sector, and year; this is a point object layer, not a measurement or event layer.",,0.98,debug_manual_gpt
87,Stadsstraten,Major streets,https://maps.amsterdam.nl/open_geodata/?k=275,https://maps.amsterdam.nl/stadsstraat,STADSSTRAAT,LineDS,NetworkDS,LineDS,NetworkDS,"Major streets are a connected street/route system, and the layer consists of LineString features. The decisive rule is network infrastructure on lines, not the numeric line numbers.",,0.99,debug_manual_gpt
88,Stadswarmtekoude - transport,District heating cooling - transport,https://maps.amsterdam.nl/open_geodata/?k=224,https://maps.amsterdam.nl/stadswarmtekoude,STADSWARMTEKOUDE_TRANSPORT,LineDS,NetworkDS,LineDS,NetworkDS,"LineString features named district heating/cooling transport indicate a connected utility transport network; STATUS/NETTYPE are attributes of the network, not the main phenomenon.",,0.99,debug_manual_gpt
89,Stadswarmtekoude - wijk,District heating cooling - neighbourhood,https://maps.amsterdam.nl/open_geodata/?k=301,https://maps.amsterdam.nl/stadswarmtekoude,STADSWARMTEKOUDE_WIJK,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon areas for district heating/cooling zones by neighbourhood are selected service areas, not a reporting-unit tessellation; topology is sparse and the layer is best treated as bounded phenomenon patches.",,0.94,debug_manual_gpt
90,Woningbouwplannen - Strategische ruimte en Verkenning,Housing plans - Strategic space,https://maps.amsterdam.nl/open_geodata/?k=226,https://maps.amsterdam.nl/woningbouwplannen,STRATEGISCHERUIMTE,PlainVectorRegion,ObjectDS,PlainVectorRegion,PatchDS,"Polygons are discrete project/strategy areas for housing plans, not a full administrative tessellation; the decisive rule is bounded selected zones/patches. Numeric dwelling maxima are attributes, not the main mapped phenomenon.",,0.92,debug_manual_gpt
91,Streekproducten,Local farming products,https://maps.amsterdam.nl/open_geodata/?k=58,https://maps.amsterdam.nl/streekproducten,STREEKPRODUCTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of named local farming products businesses/facilities with addresses and categories; the points represent identifiable objects, not measurements or events.",,0.97,debug_manual_gpt
92,Tram- en metrolijnen 2018,Tram and metro lines 2018,https://maps.amsterdam.nl/open_geodata/?k=321,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2018,LineDS,NetworkDS,LineDS,NetworkDS,"LineString features represent tram and metro route infrastructure; this is a connected transport network, not a set of independent line objects or amounts.",,0.99,debug_manual_gpt
93,Tram- en metrolijnen 2020,Tram and metro lines 2020,https://maps.amsterdam.nl/open_geodata/?k=220,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2020,LineDS,NetworkDS,LineDS,NetworkDS,"Title and properties indicate tram and metro lines; this is a connected transport route system, so the decisive rule is network. Geometry is LineDS because all features are LineString.",,0.99,debug_manual_gpt
94,Tramhaltes en metrostations 2018,Tram stops and metro stations 2018,https://maps.amsterdam.nl/open_geodata/?k=322,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2018,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry and the layer represents tram stops and metro stations, which are discrete real-world transport facilities; numeric radius is just an attribute, not the main phenomenon.",,0.99,debug_manual_gpt
95,Tramhaltes en metrostations 2020,Tram stops and metro stations 2020,https://maps.amsterdam.nl/open_geodata/?k=221,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2020,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of named tram stops and metro stations; features are discrete transport facilities/routes stops, so PointDS with ObjectDS (not AmountDS because numeric fields are just attributes).",,0.99,debug_manual_gpt
96,Verkeerslichten,Traffic lights,https://maps.amsterdam.nl/open_geodata/?k=61,https://maps.amsterdam.nl/verkeerslichten,VERKEERSLICHTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual traffic-light-controlled intersections/locations, with identifiers, names, status, and metadata about each object; this is a point object layer, not an amount or event layer.",,0.98,debug_manual_gpt
97,Verkeersprognoses,Traffic prognosis,https://maps.amsterdam.nl/open_geodata/?k=253,https://maps.amsterdam.nl/verkeersprognoses,VERKEERSPROGNOSE,LineDS,NetworkDS,LineDS,AmountDS,"Line geometries represent traffic links/roads, and the mapped phenomenon is traffic volume/prognosis values on those links (etmaal and time-period counts), so this is a network-like line layer with AmountDS as the main meaning.",,0.98,debug_manual_gpt
98,Verkiezingen Tweede Kamer 2017,Elections Parliament 2017,https://maps.amsterdam.nl/open_geodata/?k=217,https://maps.amsterdam.nl/verkiezingen2017,VERKIEZINGEN2017,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of election polling/stem locations; each point represents a voting location object with vote statistics, so geometry is PointDS and entity is ObjectDS (polling-station objects, not an AmountDS layer).",,0.99,debug_manual_gpt
99,Vervangen bomen,Tree replacement,https://maps.amsterdam.nl/open_geodata/?k=296,https://maps.amsterdam.nl/vervangen_bomen,VERVANGENBOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual replacement trees identified by species, ID, planting year, and size classes; this is an object layer, not an amount or event layer.",,0.98,debug_manual_gpt
100,Verkeersinformatiesystemen,Traffic Information Systems,https://maps.amsterdam.nl/open_geodata/?k=182,https://maps.amsterdam.nl/vis,VIS,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent identifiable traffic information system devices (e.g., cameras, displays, triggers) with object IDs and locations, so this is PointDS and ObjectDS rather than an amount or event layer.",,0.98,debug_manual_gpt
101,Verkeersinformatiesystemen - BFA,Traffic Information Systems - BFA,https://maps.amsterdam.nl/open_geodata/?k=266,https://maps.amsterdam.nl/vis,VIS_BFA,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent distinct traffic information system installations (BFA units) with IDs, types, and locations; this is an object layer, not measurements or events.",,0.99,debug_manual_gpt
102,Broedende vogels,Breeding birds,https://maps.amsterdam.nl/open_geodata/?k=87,https://maps.amsterdam.nl/vogels,VOGELS,PointDS,ObjectDS,PointDS,AmountDS,"Point map of breeding bird locations; the main phenomenon is bird count/abundance by site and year, so this is a point AmountDS rather than just objects.",,0.98,debug_manual_gpt
103,Vondelpark zitbanken,Vondelpark benches,https://maps.amsterdam.nl/open_geodata/?k=248,https://maps.amsterdam.nl/vondelpark_zitbanken,VONDELPARK_ZITBANKEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual park benches (distinct physical objects) in Vondelpark; the numeric/text fields are attributes, not the main phenomenon.",,0.99,debug_manual_gpt
104,Walkability,Walkability,https://maps.amsterdam.nl/open_geodata/?k=298,https://maps.amsterdam.nl/walkability,WALKABILITY,LineDS,NetworkDS;ObjectDS,LineDS,AmountDS,Line features represent street segments (straatvakken) and the layer maps walkability/pressure ratings along those segments; this is a line-based thematic amount/classification layer rather than a network of routes or discrete objects.,,0.97,debug_manual_gpt
105,Wandkunst,Wall art,https://maps.amsterdam.nl/open_geodata/?k=272,https://maps.amsterdam.nl/wandkunst,WANDKUNST,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry; each feature is a distinct wall-art artwork at a specific building/address, so the main phenomenon is identifiable objects rather than amounts or events.",,0.98,debug_manual_gpt
106,Welstandniveaus bebouwing,Wealth levels building,https://maps.amsterdam.nl/open_geodata/?k=173,https://maps.amsterdam.nl/welstand,WELSTAND_NIVEAUS,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"Polygons have strong tessellation topology and the layer maps welstand/quality categories ('Niveau') across the area as an exhaustive thematic coverage, so CoverageDS with VectorTessellation.",,0.95,debug_manual_gpt
107,Welstandsystemen bebouwing,Wealth systems building,https://maps.amsterdam.nl/open_geodata/?k=174,https://maps.amsterdam.nl/welstand,WELSTAND_SYSTEMEN,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The polygons form a near-complete tessellation (high shared boundaries, many adjacencies) and the layer is a categorical area-wide classification of building/urban ‘welstand’ systems, so CoverageDS fits better than object or patch.",,0.97,debug_manual_gpt
108,Amsterdam onder vuur in WOII,Amsterdam under attack in WWII,https://maps.amsterdam.nl/open_geodata/?k=100,https://maps.amsterdam.nl/woii,WOII,PointDS,EventDS,PointDS,EventDS,"Point locations mark WWII attack/incidents at addresses; the main phenomenon is events that occurred at specific places, not objects or measurements.",,0.96,debug_manual_gpt
109,Woningbouwplannen,Housing plans,https://maps.amsterdam.nl/open_geodata/?k=142,https://maps.amsterdam.nl/woningbouwplannen,WONINGBOUWPLANNEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer shows discrete housing plan project polygons, not a full-area partition; topology also suggests isolated/selected regions, so PlainVectorRegion. The features primarily represent identifiable project areas with housing-plan attributes and phase/status fields, so ObjectDS rather than AmountDS.",,0.95,debug_manual_gpt
110,Zelfbouwkavels,Do-it-yourself plots,https://maps.amsterdam.nl/open_geodata/?k=60,https://maps.amsterdam.nl/zelfbouwkavels,ZELFBOUWKAVELS,PointDS,ObjectDS,PointDS,ObjectDS,"Point locations represent identifiable self-build plot projects/plots with names, contacts, and status attributes, so this is a point object layer rather than amount or event. ",,0.97,debug_manual_gpt
111,Zonnepanelen op erfgoed,Solar panels on heritage,https://maps.amsterdam.nl/open_geodata/?k=320,https://maps.amsterdam.nl/zonnedaken_erfgoed,ZONNEDAKEN_ERFGOED,PlainVectorRegion,ObjectDS,PlainVectorRegion,CoverageDS,"The layer is a polygon thematic classification about solar-panels/heritage categories, not a reporting-unit tessellation. The categories indicate an area-wide classification of regions, so CoverageDS; the topology hint suggests isolated/partial polygons rather than a full partition, so PlainVectorRegion.",,0.83,debug_manual_gpt
112,Zonnepanelen,Solar panels,https://maps.amsterdam.nl/open_geodata/?k=251,https://maps.amsterdam.nl/zonnepanelen,ZONNEPANELEN2017,PointDS,AmountDS,PointDS,ObjectDS,"Point features represent solar panel locations/objects; numeric fields are attributes (panel count and capacity), not the main phenomenon, so this is ObjectDS rather than AmountDS.",,0.93,debug_manual_gpt
113,Zwemwater,Swimming water,https://maps.amsterdam.nl/open_geodata/?k=218,https://maps.amsterdam.nl/zwemwater,ZWEMWATER,PointDS,ObjectDS,PointDS,ObjectDS,"Point features with names and categories represent distinct swimming locations/facilities, so this is a point object layer (not amounts or events).",,0.98,debug_manual_gpt
